state_id,condition,layer,span,vlm_rmse
libero_goal_task03_ep000_seed0_step0100,paraphrase,7,observation.language,0.1460110992193222
libero_goal_task03_ep000_seed0_step0100,paraphrase,7,observation.state,0.03385285660624504
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.images.camera1,0.0016616209177300334
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.images.camera2,0.001462118118070066
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.language,0.1528141051530838
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.state,0.05230657756328583
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.images.camera1,0.002056699013337493
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.images.camera2,0.0017947321757674217
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.language,0.13356222212314606
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.state,0.04791245609521866
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.images.camera1,0.0006877348641864955
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.images.camera2,0.000725845864508301
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.language,0.17351335287094116
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.state,0.06768036633729935
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.images.camera1,0.0011377210030332208
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.images.camera2,0.00111780792940408
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.language,0.16402550041675568
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.state,0.09182330965995789
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.images.camera1,0.001725945621728897
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.images.camera2,0.0016269937623292208
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.language,0.16416165232658386
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.state,0.09700357913970947
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.images.camera1,0.0021636851597577333
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.images.camera2,0.001993119716644287
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.language,0.1263517588376999
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.state,0.06358896940946579
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.images.camera1,0.16243508458137512
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.images.camera2,0.0005175771657377481
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.language,0.012744205072522163
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.state,0.010052052326500416
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.images.camera1,0.17236092686653137
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.images.camera2,0.0009650229476392269
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.language,0.014460980892181396
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.state,0.015748832374811172
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.images.camera1,0.191278338432312
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.images.camera2,0.0016762982122600079
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.language,0.018808994442224503
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.state,0.025525517761707306
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.images.camera1,0.20076289772987366
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.images.camera2,0.002658810466527939
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.language,0.030264679342508316
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.state,0.0243409164249897
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.images.camera1,0.000765971199143678
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.images.camera2,0.14170600473880768
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.language,0.017923885956406593
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.state,0.016757294535636902
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.images.camera1,0.0019048695685341954
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.images.camera2,0.15058432519435883
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.language,0.025614231824874878
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.state,0.026656821370124817
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.images.camera1,0.003028259379789233
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.images.camera2,0.1676151603460312
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.language,0.03735620900988579
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.state,0.04973072186112404
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.images.camera1,0.00422326335683465
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.images.camera2,0.178011953830719
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.language,0.050920356065034866
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.state,0.06816272437572479
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.images.camera1,0.0005711960257031024
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.images.camera2,0.0006903733592480421
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.language,0.1609920710325241
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.state,0.020840134471654892
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.images.camera1,0.0010745350737124681
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.images.camera2,0.0011957739479839802
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.language,0.1464187502861023
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.state,0.034727104008197784
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.images.camera1,0.001615301240235567
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.images.camera2,0.0017116301460191607
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.language,0.1528937667608261
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.state,0.03896833956241608
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.images.camera1,0.0020053121261298656
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.images.camera2,0.002042520558461547
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.language,0.13279393315315247
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.state,0.04058942571282387
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.images.camera1,0.0006738283555023372
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.images.camera2,0.0007901391363702714
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.language,0.17325444519519806
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.state,0.05720596760511398
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.images.camera1,0.001102836919017136
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.images.camera2,0.001227320870384574
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.language,0.16498741507530212
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.state,0.08403785526752472
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.images.camera1,0.0016380157321691513
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.images.camera2,0.0017241892637684941
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.language,0.16517667472362518
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.state,0.07798066735267639
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.images.camera1,0.002018646104261279
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.images.camera2,0.0020698565058410168
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.language,0.12698788940906525
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.state,0.05515063554048538
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.images.camera1,0.15800641477108002
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.images.camera2,0.0005865555140189826
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.language,0.012440303340554237
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.state,0.008054494857788086
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.images.camera1,0.16799861192703247
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.images.camera2,0.0011297448072582483
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.language,0.01649116352200508
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.state,0.016197673976421356
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.images.camera1,0.18617577850818634
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.images.camera2,0.001998307416215539
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.language,0.021614152938127518
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.state,0.02303149551153183
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.images.camera1,0.1957119256258011
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.images.camera2,0.00288956705480814
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.language,0.030057478696107864
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.state,0.030138785019516945
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.images.camera1,0.0006620328640565276
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.images.camera2,0.15108363330364227
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.language,0.017168287187814713
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.state,0.010318299755454063
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.images.camera1,0.001748915296047926
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.images.camera2,0.1603708267211914
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.language,0.023668667301535606
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.state,0.017918968573212624
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.images.camera1,0.0028898732271045446
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.images.camera2,0.17819926142692566
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.language,0.03451977297663689
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.state,0.032329101115465164
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.images.camera1,0.004005212802439928
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.images.camera2,0.1881781965494156
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.language,0.051997922360897064
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.state,0.05620082840323448
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.images.camera1,0.000600321392994374
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.images.camera2,0.0007299265125766397
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.language,0.16127942502498627
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.state,0.02065066248178482
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.images.camera1,0.001100993831641972
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.images.camera2,0.001179058221168816
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.language,0.14695724844932556
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.state,0.031079454347491264
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.images.camera1,0.0016615442000329494
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.images.camera2,0.0016757289413362741
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.language,0.15393643081188202
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.state,0.04576805606484413
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.images.camera1,0.0020940403919667006
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.images.camera2,0.002020239131525159
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.language,0.13349133729934692
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.state,0.037734221667051315
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.images.camera1,0.0006855196552351117
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.images.camera2,0.0008131391368806362
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.language,0.1738712638616562
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.state,0.06176763400435448
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.images.camera1,0.001139343250542879
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.images.camera2,0.0012452768860384822
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.language,0.16523702442646027
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.state,0.08182454109191895
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.images.camera1,0.0017375871539115906
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.images.camera2,0.0017799808410927653
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.language,0.16581502556800842
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.state,0.08806145936250687
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.images.camera1,0.0021877135150134563
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.images.camera2,0.0021694006863981485
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.language,0.1267348974943161
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.state,0.058576181530952454
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.images.camera1,0.1644926220178604
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.images.camera2,0.0005915014189668
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.language,0.012576562352478504
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.state,0.009456583298742771
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.images.camera1,0.17454171180725098
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.images.camera2,0.0011889860033988953
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.language,0.014406345784664154
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.state,0.013561571948230267
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.images.camera1,0.1936461329460144
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.images.camera2,0.0021520424634218216
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.language,0.019163697957992554
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.state,0.020059043541550636
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.images.camera1,0.2033184915781021
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.images.camera2,0.003261539153754711
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.language,0.029084717854857445
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.state,0.023855650797486305
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.images.camera1,0.0007323394529521465
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.images.camera2,0.14581947028636932
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.language,0.018050650134682655
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.state,0.014773652888834476
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.images.camera1,0.00186691724229604
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.images.camera2,0.15592223405838013
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.language,0.02519329823553562
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.state,0.022240551188588142
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.images.camera1,0.003056985093280673
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.images.camera2,0.1720012128353119
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.language,0.036926865577697754
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.state,0.04374869540333748
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.images.camera1,0.004237994085997343
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.images.camera2,0.1820790320634842
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.language,0.049929872155189514
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.state,0.06172265112400055
